Location	Schedule	Semester
216	Wednesday 9:00 AM to 12:00 PM	2003 Summer
310	Thursday 1:00 PM to 12:00 AM	2003 Summer
216	Wednesday 4:30 PM to 6:30 PM	2003 Summer
109	Wednesday 4:30 PM to 6:30 PM	2003 Summer
312	Thursday 9:00 AM to 12:00 PM	2003 Summer
109	Thursday 9:00 AM to 12:00 PM	2003 Summer
310	Thursday 9:00 AM to 12:00 PM	2003 Summer
210	Thursday 9:00 AM to 12:00 PM	2003 Summer
313	Thursday 9:00 AM to 12:00 PM	2003 Summer
318	Thursday 9:00 AM to 12:00 PM	2003 Summer
216	Thursday 9:00 AM to 12:00 PM	2003 Summer
313	Tuesday 1:00 PM to 4:00 PM	2003 Summer
215	Tuesday 5:30 PM to 8:30 PM	2003 Summer
109	Tuesday 9:00 AM to 12:00 PM	2003 Fall
110	Tuesday 9:00 AM to 12:00 PM	2003 Fall
216	Tuesday 9:00 AM to 12:00 PM	2003 Fall
109	Tuesday 1:00 PM to 4:00 PM	2003 Fall
110	Tuesday 1:00 PM to 4:00 PM	2003 Fall
216	Tuesday 1:00 PM to 4:00 PM	2003 Fall
109	Thursday 1:00 PM to 4:00 PM	2003 Fall
110	Thursday 1:00 PM to 4:00 PM	2003 Fall
216	Thursday 1:00 PM to 4:00 PM	2003 Fall
312	Monday 1:00 PM to 5:00 PM	2003 Fall
216	Monday 1:00 PM to 5:00 PM	2003 Fall
109	Monday 1:00 PM to 5:00 PM	2003 Fall
215	Monday 1:00 PM to 5:00 PM	2003 Fall
109	Wednesday 9:00 AM to 12:00 PM	2003 Fall
216	Wednesday 9:00 AM to 12:00 PM	2003 Fall
110	Wednesday 9:00 AM to 12:00 PM	2003 Fall
109	Wednesday 1:00 PM to 4:00 PM	2003 Fall
110	Wednesday 1:00 PM to 4:00 PM	2003 Fall
216	Wednesday 1:00 PM to 4:00 PM	2003 Fall
109	Monday 9:00 AM to 12:00 PM	2003 Fall
318	Monday 1:00 PM to 4:00 PM	2003 Fall
216	Friday 9:00 AM to 12:00 PM	2003 Fall
215	Tuesday 9:00 AM to 12:00 PM	2003 Fall
110	Monday 9:00 AM to 12:00 PM	2003 Fall
110	Monday 1:00 PM to 4:00 PM	2003 Fall
216	Friday 1:00 PM to 4:00 PM	2003 Fall
313	Monday 5:30 PM to 8:30 PM	2003 Fall
318	Tuesday 1:00 PM to 4:00 PM	2003 Fall
210	Monday 5:30 PM to 8:30 AM	2003 Fall
312	Thursday 1:00 PM to 4:00 PM	2003 Fall
215	Thursday 1:00 PM to 4:00 PM	2003 Fall
216	Thursday 5:15 PM to 8:15 PM	2003 Fall
215	Tuesday 5:30 PM to 8:30 PM	2003 Fall
312	Tuesday 1:00 PM to 4:00 PM	2003 Fall
312	Thursday 9:00 AM to 12:00 PM	2003 Fall
216	Thursday 9:00 AM to 12:00 PM	2003 Fall
215	Thursday 9:00 AM to 12:00 PM	2003 Fall
210	Thursday 9:00 AM to 12:00 PM	2003 Fall
310	Thursday 9:00 AM to 12:00 PM	2003 Fall
313	Thursday 9:00 AM to 12:00 PM	2003 Fall
318	Thursday 9:00 AM to 12:00 PM	2003 Fall
001	Monday 9:00 AM to 12:00 PM	2003 Fall
215	Monday 9:00 AM to 12:00 PM	2003 Fall
210	Monday 9:00 AM to 12:00 PM	2003 Fall
312	Monday 9:00 AM to 12:00 PM	2003 Fall
216	Monday 9:00 AM to 12:00 PM	2003 Fall
313	Monday 9:00 AM to 12:00 PM	2003 Fall
310	Monday 9:00 AM to 12:00 PM	2003 Fall
318	Monday 9:00 AM to 12:00 PM	2003 Fall
109	Wednesday 4:30 PM to 6:30 PM	2003 Fall
110	Wednesday 4:30 PM to 6:30 PM	2003 Fall
312	Monday 5:30 PM to 8:30 PM	2003 Fall
310	Tuesday 5:30 PM to 8:30 PM	2003 Fall
215	Wednesday 5:30 PM to 8:30 PM	2003 Fall
109	Monday 9:00 AM to 12:00 PM	2004 Winter
110	Monday 9:00 AM to 12:00 PM	2004 Winter
110	Monday 1:00 PM to 4:00 PM	2004 Winter
318	Monday 1:00 PM to 4:00 PM	2004 Winter
109	Tuesday 9:00 AM to 12:00 PM	2004 Winter
110	Tuesday 9:00 AM to 12:00 PM	2004 Winter
001	Monday 9:00 AM to 12:00 PM	2004 Winter
109	Tuesday 1:00 PM to 4:00 PM	2004 Winter
110	Tuesday 1:00 PM to 4:00 PM	2004 Winter
215	Tuesday 1:00 PM to 4:00 PM	2004 Winter
312	Wednesday 9:00 AM to 12:00 PM	2004 Winter
110	Thursday 1:00 PM to 4:00 PM	2004 Winter
109	Wednesday 1:00 PM to 4:00 PM	2004 Winter
110	Wednesday 1:00 PM to 4:00 PM	2004 Winter
216	Wednesday 1:00 PM to 4:00 PM	2004 Winter
216	Friday 9:00 AM to 12:00 PM	2004 Winter
216	Friday 1:00 PM to 4:00 PM	2004 Winter
216	Thursday 1:00 PM to 4:00 PM	2004 Winter
109	Thursday 1:00 PM to 4:00 PM	2004 Winter
210	Monday 9:00 AM to 12:00 PM	2004 Winter
215	Monday 9:00 AM to 12:00 PM	2004 Winter
312	Monday 9:00 AM to 12:00 PM	2004 Winter
216	Monday 9:00 AM to 12:00 PM	2004 Winter
313	Monday 9:00 AM to 12:00 PM	2004 Winter
310	Monday 9:00 AM to 12:00 PM	2004 Winter
318	Monday 9:00 AM to 12:00 PM	2004 Winter
312	Monday 1:00 PM to 5:00 PM	2004 Winter
216	Monday 1:00 PM to 5:00 PM	2004 Winter
109	Monday 1:00 PM to 5:00 PM	2004 Winter
215	Monday 1:00 PM to 5:00 PM	2004 Winter
313	Monday 5:30 PM to 8:30 PM	2004 Winter
215	Tuesday 9:00 AM to 12:00 PM	2004 Winter
318	Tuesday 1:00 PM to 4:00 PM	2004 Winter
312	Tuesday 1:00 PM to 4:00 PM	2004 Winter
215	Tuesday 5:30 PM to 8:30 PM	2004 Winter
310	Tuesday 5:30 PM to 8:30 PM	2004 Winter
210	Monday 5:30 PM to 8:30 PM	2004 Winter
215	Wednesday 5:30 PM to 8:30 PM	2004 Winter
216	Thursday 5:15 PM to 8:15 PM	2004 Winter
312	Thursday 1:00 PM to 4:00 PM	2004 Winter
215	Thursday 1:00 PM to 4:00 PM	2004 Winter
310	Thursday 9:00 AM to 12:00 PM	2004 Winter
318	Thursday 9:00 AM to 12:00 PM	2004 Winter
216	Thursday 9:00 AM to 12:00 PM	2004 Winter
215	Thursday 9:00 AM to 12:00 PM	2004 Winter
210	Thursday 9:00 AM to 12:00 PM	2004 Winter
312	Thursday 9:00 AM to 12:00 PM	2004 Winter
313	Thursday 9:00 AM to 12:00 PM	2004 Winter
216	Wednesday 9:00 AM to 12:00 PM	2004 Winter
110	Wednesday 9:00 AM to 12:00 PM	2004 Winter
109	Wednesday 9:00 AM to 12:00 PM	2004 Winter
216	Wednesday 5:30 PM to 8:30 PM	2004 Winter
110	Monday 9:00 AM to 12:00 PM	2004 Summer
110	Monday 1:00 PM to 4:00 PM	2004 Summer
312	Tuesday 1:00 PM to 4:00 PM	2004 Summer
215	Tuesday 9:00 AM to 12:00 PM	2004 Summer
312	Tuesday 9:00 AM to 12:00 PM	2004 Summer
001	Tuesday 9:00 AM to 12:00 PM	2004 Summer
109	Tuesday 9:00 AM to 12:00 PM	2004 Summer
110	Tuesday 9:00 AM to 12:00 PM	2004 Summer
312	Wednesday 9:00 AM to 12:00 PM	2004 Summer
110	Wednesday 1:00 PM to 4:00 PM	2004 Summer
109	Wednesday 1:00 PM to 4:00 PM	2004 Summer
312	Wednesday 1:00 PM to 4:00 PM	2004 Summer
216	Thursday 5:30 PM to 8:30 PM	2004 Summer
110	Friday 9:00 AM to 12:00 PM	2004 Summer
215	Thursday 1:00 PM to 4:00 PM	2004 Summer
109	Monday 9:00 AM to 12:00 PM	2004 Summer
001	Monday 1:00 PM to 5:00 PM	2004 Summer
216	Monday 1:00 PM to 5:00 PM	2004 Summer
215	Monday 1:00 PM to 5:00 PM	2004 Summer
001	Monday 9:00 AM to 12:00 PM	2004 Summer
215	Monday 9:00 AM to 12:00 PM	2004 Summer
210	Monday 9:00 AM to 12:00 PM	2004 Summer
312	Monday 9:00 AM to 12:00 PM	2004 Summer
216	Monday 9:00 AM to 12:00 PM	2004 Summer
313	Monday 9:00 AM to 12:00 PM	2004 Summer
310	Monday 9:00 AM to 12:00 PM	2004 Summer
318	Monday 9:00 AM to 12:00 PM	2004 Summer
310	Thursday 9:00 AM to 12:00 PM	2004 Summer
318	Thursday 9:00 AM to 12:00 PM	2004 Summer
216	Thursday 9:00 AM to 12:00 PM	2004 Summer
215	Thursday 9:00 AM to 12:00 PM	2004 Summer
210	Thursday 9:00 AM to 12:00 PM	2004 Summer
312	Thursday 9:00 AM to 12:00 PM	2004 Summer
313	Thursday 9:00 AM to 12:00 PM	2004 Summer
313	Monday 5:30 PM to 8:30 PM	2004 Summer
210	Monday 5:30 PM to 8:30 PM	2004 Summer
318	Tuesday 1:00 PM to 4:00 PM	2004 Summer
215	Tuesday 5:30 PM to 8:30 PM	2004 Summer
215	Wednesday 5:30 PM to 8:30 PM	2004 Summer
312	Thursday 1:00 PM to 4:00 PM	2004 Summer
110	Wednesday 9:00 AM to 12:00 PM	2004 Summer
216	Wednesday 9:00 AM to 12:00 PM	2004 Summer
109	Wednesday 9:00 AM to 12:00 PM	2004 Summer
109	Monday 1:00 PM to 5:00 PM	2004 Summer
312	Monday 1:00 PM to 4:00 PM	2004 Summer
216	Friday 1:00 PM to 4:00 PM	2004 Summer
110	Wednesday 4:30 PM to 6:30 PM	2004 Summer
109	Wednesday 4:30 PM to 6:30 PM	2004 Summer
216	Wednesday 5:30 PM to 8:30 PM	2004 Summer
216	Wednesday 9:00 AM to 12:00 PM	2004 Fall
215	Monday 5:30 PM to 8:30 PM	2004 Fall
216	Wednesday 1:00 PM to 4:00 PM	2004 Fall
312	Thursday 9:00 AM to 12:00 PM	2004 Fall
109	Monday 9:00 AM to 12:00 PM	2004 Fall
215	Monday 9:00 AM to 12:00 PM	2004 Fall
216	Tuesday 1:00 PM to 4:00 PM	2004 Fall
215	Friday 9:00 AM to 12:00 PM	2004 Fall
216	Monday 1:00 PM to 5:00 PM	2004 Fall
216	Thursday 1:00 PM to 4:00 PM	2004 Fall
312	Monday 9:00 AM to 12:00 PM	2004 Fall
109	Thursday 9:00 AM to 12:00 PM	2004 Fall
110	Monday 1:00 PM to 4:00 PM	2004 Fall
310	Thursday 9:00 AM to 12:00 PM	2004 Fall
318	Monday 9:00 AM to 12:00 PM	2004 Fall
110	Tuesday 9:00 AM to 12:00 PM	2004 Fall
312	Wednesday 1:00 PM to 4:00 PM	2004 Fall
318	Thursday 9:00 AM to 12:00 PM	2004 Fall
216	Monday 9:00 AM to 12:00 PM	2004 Fall
109	Tuesday 9:00 AM to 12:00 PM	2004 Fall
313	Thursday 9:00 AM to 12:00 PM	2004 Fall
310	Monday 9:00 AM to 12:00 PM	2004 Fall
109	Thursday 1:00 PM to 4:00 PM	2004 Fall
110	Tuesday 1:00 PM to 4:00 PM	2004 Fall
312	Tuesday 5:30 PM to 8:30 PM	2004 Fall
210	Thursday 9:00 AM to 12:00 PM	2004 Fall
313	Monday 9:00 AM to 12:00 PM	2004 Fall
318	Wednesday 9:00 AM to 12:00 PM	2004 Fall
109	Wednesday 1:00 PM to 4:00 PM	2004 Fall
216	Tuesday 9:00 AM to 12:00 PM	2004 Fall
312	Thursday 1:00 PM to 4:00 PM	2004 Fall
318	Monday 1:00 PM to 4:00 PM	2004 Fall
109	Tuesday 1:00 PM to 4:00 PM	2004 Fall
110	Wednesday 9:00 AM to 12:00 PM	2004 Fall
110	Thursday 1:00 PM to 4:00 PM	2004 Fall
109	Wednesday 9:00 AM to 12:00 PM	2004 Fall
215	Monday 1:00 PM to 5:00 PM	2004 Fall
312	Monday 1:00 PM to 5:00 PM	2004 Fall
312	Wednesday 9:00 AM to 12:00 PM	2004 Fall
312	Tuesday 9:00 AM to 12:00 PM	2004 Fall
215	Thursday 1:00 PM to 4:00 PM	2004 Fall
312	Tuesday 1:00 PM to 4:00 PM	2004 Fall
109	Thursday 5:30 PM to 8:30 PM	2004 Fall
312	Wednesday 5:30 PM to 8:30 PM	2004 Fall
110	Wednesday 1:00 PM to 4:00 PM	2004 Fall
109	Monday 1:00 PM to 5:00 PM	2004 Fall
110	Monday 9:00 AM to 12:00 PM	2004 Fall
109	Friday 1:00 PM to 4:00 PM	2004 Fall
215	Tuesday 9:00 AM to 12:00 PM	2004 Fall
110	Thursday 5:30 PM to 8:30 PM	2004 Fall
312	Monday 5:30 PM to 8:30 PM	2004 Fall
216	Thursday 9:00 AM to 12:00 PM	2004 Fall
215	Thursday 9:00 AM to 12:00 PM	2004 Fall
210	Monday 9:00 AM to 12:00 PM	2004 Fall
318	Tuesday 9:00 AM to 12:00 PM	2004 Fall
215	Tuesday 5:30 PM to 8:30 PM	2005 Summer
110	Tuesday 9:00 AM to 12:00 PM	2005 Winter
109	Tuesday 9:00 AM to 12:00 PM	2005 Winter
216	Tuesday 9:00 AM to 12:00 PM	2005 Winter
216	Tuesday 1:00 PM to 4:00 PM	2005 Winter
109	Tuesday 1:00 PM to 4:00 PM	2005 Winter
110	Tuesday 1:00 PM to 4:00 PM	2005 Winter
215	Tuesday 1:00 PM to 4:00 PM	2005 Winter
109	Thursday 1:00 PM to 4:00 PM	2005 Winter
110	Thursday 1:00 PM to 4:00 PM	2005 Winter
310	Tuesday 9:00 AM to 12:00 PM	2005 Summer
216	Wednesday 9:00 AM to 12:00 PM	2005 Winter
110	Wednesday 9:00 AM to 12:00 PM	2005 Winter
109	Wednesday 9:00 AM to 12:00 PM	2005 Winter
216	Monday 1:00 PM to 5:00 PM	2005 Winter
215	Monday 1:00 PM to 5:00 PM	2005 Winter
312	Monday 1:00 PM to 5:00 PM	2005 Winter
109	Monday 1:00 PM to 5:00 PM	2005 Winter
109	Wednesday 1:00 PM to 4:00 PM	2005 Winter
110	Wednesday 1:00 PM to 4:00 PM	2005 Winter
216	Wednesday 1:00 PM to 4:00 PM	2005 Winter
109	Monday 9:00 AM to 12:00 PM	2005 Winter
110	Monday 1:00 PM to 4:00 PM	2005 Winter
215	Friday 1:00 PM to 4:00 PM	2005 Winter
110	Monday 9:00 AM to 12:00 PM	2005 Winter
001	Monday 1:00 PM to 4:00 PM	2005 Winter
216	Friday 9:00 AM to 12:00 PM	2005 Winter
312	Wednesday 9:00 AM to 12:00 PM	2005 Winter
312	Tuesday 9:00 AM to 12:00 PM	2005 Winter
215	Thursday 1:00 PM to 4:00 PM	2005 Winter
312	Tuesday 1:00 PM to 4:00 PM	2005 Winter
312	Thursday 9:00 AM to 12:00 PM	2005 Winter
110	Thursday 9:00 AM to 12:00 PM	2005 Winter
310	Thursday 9:00 AM to 12:00 PM	2005 Winter
318	Thursday 9:00 AM to 12:00 PM	2005 Winter
313	Thursday 9:00 AM to 12:00 PM	2005 Winter
210	Thursday 9:00 AM to 12:00 PM	2005 Winter
216	Thursday 9:00 AM to 12:00 PM	2005 Winter
215	Thursday 9:00 AM to 12:00 PM	2005 Winter
215	Monday 9:00 AM to 12:00 PM	2005 Winter
312	Monday 9:00 AM to 12:00 PM	2005 Winter
318	Monday 9:00 AM to 12:00 PM	2005 Winter
216	Monday 9:00 AM to 12:00 PM	2005 Winter
310	Monday 9:00 AM to 12:00 PM	2005 Winter
313	Monday 9:00 AM to 12:00 PM	2005 Winter
210	Monday 9:00 AM to 12:00 PM	2005 Winter
215	Monday 5:30 PM to 8:30 PM	2005 Winter
312	Monday 5:30 PM to 8:30 PM	2005 Winter
318	Tuesday 9:00 AM to 12:00 PM	2005 Winter
312	Tuesday 5:30 PM to 8:30 PM	2005 Winter
318	Wednesday 9:00 AM to 12:00 PM	2005 Winter
312	Wednesday 5:30 PM to 8:30 PM	2005 Winter
312	Wednesday 1:00 PM to 4:00 PM	2005 Winter
312	Thursday 1:00 PM to 4:00 PM	2005 Winter
110	Thursday 5:30 PM to 8:30 PM	2005 Winter
312	Wednesday 9:00 AM to 12:00 PM	2005 Summer
110	Thursday 5:30 PM to 8:30 PM	2005 Summer
215	Tuesday 9:00 AM to 12:00 PM	2005 Winter
312	Thursday 5:30 PM to 8:30 PM	2005 Winter
215	Tuesday 5:30 PM to 8:30 PM	2005 Winter
215	Wednesday 9:00 AM to 12:00 PM	2005 Winter
312	Tuesday 9:00 AM to 12:00 PM	2005 Summer
001	Tuesday 1:00 PM to 4:00 PM	2005 Summer
110	Tuesday 9:00 AM to 12:00 PM	2005 Summer
109	Tuesday 9:00 AM to 12:00 PM	2005 Summer
216	Tuesday 9:00 AM to 12:00 PM	2005 Summer
001	Tuesday 9:00 AM to 12:00 PM	2005 Summer
216	Monday 1:00 PM to 5:00 PM	2005 Summer
109	Wednesday 1:00 PM to 4:00 PM	2005 Summer
110	Wednesday 1:00 PM to 4:00 PM	2005 Summer
216	Wednesday 1:00 PM to 4:00 PM	2005 Summer
109	Monday 9:00 AM to 12:00 PM	2005 Summer
001	Monday 1:00 PM to 4:00 PM	2005 Summer
110	Friday 1:00 PM to 4:00 PM	2005 Summer
110	Monday 9:00 AM to 12:00 PM	2005 Summer
110	Monday 1:00 PM to 4:00 PM	2005 Summer
216	Friday 9:00 AM to 12:00 PM	2005 Summer
310	Wednesday 9:00 AM to 12:00 PM	2005 Summer
215	Thursday 1:00 PM to 4:00 PM	2005 Summer
215	Monday 9:00 AM to 12:00 PM	2005 Summer
312	Thursday 9:00 AM to 12:00 PM	2005 Summer
110	Thursday 9:00 AM to 12:00 PM	2005 Summer
310	Thursday 9:00 AM to 12:00 PM	2005 Summer
318	Thursday 9:00 AM to 12:00 PM	2005 Summer
313	Thursday 9:00 AM to 12:00 PM	2005 Summer
210	Thursday 9:00 AM to 12:00 PM	2005 Summer
216	Thursday 9:00 AM to 12:00 PM	2005 Summer
215	Thursday 9:00 AM to 12:00 PM	2005 Summer
312	Monday 9:00 AM to 12:00 PM	2005 Summer
318	Monday 9:00 AM to 12:00 PM	2005 Summer
216	Monday 9:00 AM to 12:00 PM	2005 Summer
310	Monday 9:00 AM to 12:00 PM	2005 Summer
313	Monday 9:00 AM to 12:00 PM	2005 Summer
210	Monday 9:00 AM to 12:00 PM	2005 Summer
215	Monday 5:30 PM to 8:30 PM	2005 Summer
312	Wednesday 1:00 PM to 4:00 PM	2005 Summer
312	Tuesday 5:30 PM to 8:30 PM	2005 Summer
318	Wednesday 9:00 AM to 12:00 PM	2005 Summer
312	Thursday 1:00 PM to 4:00 PM	2005 Summer
312	Wednesday 5:30 PM to 8:30 PM	2005 Summer
312	Monday 5:30 PM to 8:30 PM	2005 Summer
318	Tuesday 9:00 AM to 12:00 PM	2005 Summer
215	Wednesday 9:00 AM to 12:00 PM	2005 Summer
215	Monday 1:00 PM to 5:00 PM	2005 Summer
312	Monday 1:00 PM to 5:00 PM	2005 Summer
109	Monday 1:00 PM to 5:00 PM	2005 Summer
216	Wednesday 9:00 AM to 12:00 PM	2005 Summer
110	Wednesday 9:00 AM to 12:00 PM	2005 Summer
109	Wednesday 9:00 AM to 12:00 PM	2005 Summer
210	Thursday 9:00 AM to 12:00 PM	2005 Fall
215	Thursday 9:00 AM to 12:00 PM	2005 Fall
216	Thursday 9:00 AM to 12:00 PM	2005 Fall
310	Thursday 9:00 AM to 12:00 PM	2005 Fall
313	Thursday 9:00 AM to 12:00 PM	2005 Fall
318	Thursday 9:00 AM to 12:00 PM	2005 Fall
312	Thursday 9:00 AM to 12:00 PM	2005 Fall
110	Monday 9:00 AM to 12:00 PM	2005 Fall
216	Friday 9:00 AM to 12:00 PM	2005 Fall
109	Monday 9:00 AM to 12:00 PM	2005 Fall
001	Monday 1:00 PM to 5:00 PM	2005 Fall
216	Monday 1:00 PM to 5:00 PM	2005 Fall
215	Monday 1:00 PM to 5:00 PM	2005 Fall
312	Monday 1:00 PM to 5:00 PM	2005 Fall
110	Monday 1:00 PM to 4:00 PM	2005 Fall
109	Monday 1:00 PM to 4:00 PM	2005 Fall
216	Friday 1:00 PM to 4:00 PM	2005 Fall
312	Tuesday 9:00 AM to 12:00 PM	2005 Fall
110	Tuesday 9:00 AM to 12:00 PM	2005 Fall
109	Tuesday 9:00 AM to 12:00 PM	2005 Fall
216	Tuesday 9:00 AM to 12:00 PM	2005 Fall
216	Tuesday 1:00 PM to 4:00 PM	2005 Fall
109	Tuesday 1:00 PM to 4:00 PM	2005 Fall
110	Tuesday 1:00 PM to 4:00 PM	2005 Fall
001	Tuesday 1:00 PM to 4:00 PM	2005 Fall
110	Wednesday 9:00 AM to 12:00 PM	2005 Fall
109	Wednesday 9:00 AM to 12:00 PM	2005 Fall
216	Wednesday 9:00 AM to 12:00 PM	2005 Fall
312	Wednesday 9:00 AM to 12:00 PM	2005 Fall
109	Wednesday 1:00 PM to 4:00 PM	2005 Fall
110	Wednesday 1:00 PM to 4:00 PM	2005 Fall
216	Wednesday 1:00 PM to 4:00 PM	2005 Fall
216	Thursday 5:30 PM to 8:30 PM	2005 Fall
001	Monday 9:00 AM to 12:00 PM	2005 Fall
310	Monday 9:00 AM to 12:00 PM	2005 Fall
318	Monday 9:00 AM to 12:00 PM	2005 Fall
312	Monday 9:00 AM to 12:00 PM	2005 Fall
313	Monday 9:00 AM to 12:00 PM	2005 Fall
210	Monday 9:00 AM to 12:00 PM	2005 Fall
216	Monday 9:00 AM to 12:00 PM	2005 Fall
215	Monday 9:00 AM to 12:00 PM	2005 Fall
312	Thursday 1:00 PM to 4:00 PM	2005 Fall
216	Thursday 1:00 PM to 4:00 PM	2005 Fall
110	Thursday 1:00 PM to 4:00 PM	2005 Fall
109	Thursday 1:00 PM to 4:00 PM	2005 Fall
215	Monday 5:30 PM to 8:30 PM	2005 Fall
318	Wednesday 1:00 PM to 4:00 PM	2005 Fall
312	Wednesday 1:00 PM to 4:00 PM	2005 Fall
318	Wednesday 9:00 AM to 12:00 PM	2005 Fall
215	Thursday 1:00 PM to 4:00 PM	2005 Fall
318	Tuesday 9:00 AM to 12:00 PM	2005 Fall
312	Monday 5:30 PM to 8:30 PM	2005 Fall
318	Wednesday 5:30 PM to 8:30 PM	2005 Fall
109	Wednesday 4:30 PM to 6:30 PM	2005 Fall
110	Wednesday 4:30 PM to 6:30 PM	2005 Fall
216	Wednesday 4:30 PM to 6:30 PM	2005 Fall
215	Tuesday 5:30 PM to 8:30 PM	2005 Fall
215	Wednesday 9:00 AM to 12:00 PM	2005 Fall
312	Tuesday 5:30 PM to 8:30 PM	2005 Fall
110	Monday 1:00 PM to 4:00 PM	2006 Winter
109	Monday 9:00 AM to 12:00 PM	2006 Winter
110	Monday 9:00 AM to 12:00 PM	2006 Winter
312	Tuesday 9:00 AM to 12:00 PM	2006 Winter
110	Tuesday 9:00 AM to 12:00 PM	2006 Winter
109	Tuesday 9:00 AM to 12:00 PM	2006 Winter
216	Tuesday 9:00 AM to 12:00 PM	2006 Winter
312	Tuesday 1:00 PM to 4:00 PM	2006 Winter
110	Tuesday 1:00 PM to 4:00 PM	2006 Winter
216	Tuesday 1:00 PM to 4:00 PM	2006 Winter
215	Tuesday 1:00 PM to 4:00 PM	2006 Winter
109	Tuesday 1:00 PM to 4:00 PM	2006 Winter
216	Tuesday 5:30 PM to 8:30 PM	2006 Winter
216	Thursday 5:30 PM to 8:30 PM	2006 Winter
110	Wednesday 9:00 AM to 12:00 PM	2006 Winter
109	Wednesday 9:00 AM to 12:00 PM	2006 Winter
216	Wednesday 9:00 AM to 12:00 PM	2006 Winter
312	Wednesday 9:00 AM to 12:00 PM	2006 Winter
216	Wednesday 1:00 PM to 4:00 PM	2006 Winter
110	Wednesday 1:00 PM to 4:00 PM	2006 Winter
109	Wednesday 1:00 PM to 4:00 PM	2006 Winter
216	Friday 1:00 PM to 4:00 PM	2006 Winter
216	Friday 9:00 AM to 12:00 PM	2006 Winter
210	Thursday 9:00 AM to 12:00 PM	2006 Winter
215	Thursday 9:00 AM to 12:00 PM	2006 Winter
312	Thursday 9:00 AM to 12:00 PM	2006 Winter
318	Thursday 9:00 AM to 12:00 PM	2006 Winter
313	Thursday 9:00 AM to 12:00 PM	2006 Winter
310	Thursday 9:00 AM to 12:00 PM	2006 Winter
216	Thursday 9:00 AM to 12:00 PM	2006 Winter
001	Monday 9:00 AM to 12:00 PM	2006 Winter
310	Monday 9:00 AM to 12:00 PM	2006 Winter
318	Monday 9:00 AM to 12:00 PM	2006 Winter
312	Monday 9:00 AM to 12:00 PM	2006 Winter
313	Monday 9:00 AM to 12:00 PM	2006 Winter
210	Monday 9:00 AM to 12:00 PM	2006 Winter
216	Monday 9:00 AM to 12:00 PM	2006 Winter
215	Monday 9:00 AM to 12:00 PM	2006 Winter
215	Monday 5:30 PM to 8:30 PM	2006 Winter
318	Wednesday 1:00 PM to 4:00 PM	2006 Winter
312	Wednesday 1:00 PM to 4:00 PM	2006 Winter
318	Wednesday 9:00 AM to 12:00 PM	2006 Winter
215	Thursday 1:00 PM to 4:00 PM	2006 Winter
318	Wednesday 5:30 PM to 8:30 PM	2006 Winter
312	Monday 5:30 PM to 8:30 PM	2006 Winter
318	Tuesday 9:00 AM to 12:00 PM	2006 Winter
312	Thursday 1:00 PM to 4:00 PM	2006 Winter
001	Monday 1:00 PM to 5:00 PM	2006 Winter
216	Monday 1:00 PM to 5:00 PM	2006 Winter
215	Monday 1:00 PM to 5:00 PM	2006 Winter
312	Monday 1:00 PM to 5:00 PM	2006 Winter
109	Monday 1:00 PM to 4:00 PM	2006 Winter
109	Thursday 1:00 PM to 4:00 PM	2006 Winter
216	Thursday 1:00 PM to 4:00 PM	2006 Winter
110	Thursday 1:00 PM to 4:00 PM	2006 Winter
310	Wednesday 5:30 PM to 8:30 PM	2006 Winter
110	Monday 9:00 AM to 12:00 PM	2006 Summer
110	Monday 1:00 PM to 4:00 PM	2006 Summer
216	Friday 9:00 AM to 12:00 PM	2006 Summer
216	Friday 1:00 PM to 4:00 PM	2006 Summer
215	Wednesday 9:00 AM to 12:00 PM	2006 Summer
109	Monday 9:00 AM to 12:00 PM	2006 Summer
109	Monday 1:00 PM to 4:00 PM	2006 Summer
110	Tuesday 9:00 AM to 12:00 PM	2006 Summer
109	Tuesday 9:00 AM to 12:00 PM	2006 Summer
001	Tuesday 1:00 PM to 4:00 PM	2006 Summer
109	Wednesday 4:30 PM to 6:00 PM	2006 Summer
109	Wednesday 1:00 PM to 4:00 PM	2006 Summer
216	Wednesday 1:00 PM to 4:00 PM	2006 Summer
001	Monday 1:00 PM to 5:00 PM	2006 Summer
216	Monday 1:00 PM to 5:00 PM	2006 Summer
215	Monday 1:00 PM to 5:00 PM	2006 Summer
312	Monday 1:00 PM to 5:00 PM	2006 Summer
001	Thursday 9:00 AM to 12:00 PM	2006 Summer
215	Thursday 9:00 AM to 12:00 PM	2006 Summer
312	Thursday 9:00 AM to 12:00 PM	2006 Summer
318	Thursday 9:00 AM to 12:00 PM	2006 Summer
313	Thursday 9:00 AM to 12:00 PM	2006 Summer
310	Thursday 9:00 AM to 12:00 PM	2006 Summer
216	Thursday 9:00 AM to 12:00 PM	2006 Summer
001	Monday 9:00 AM to 12:00 PM	2006 Summer
310	Monday 9:00 AM to 12:00 PM	2006 Summer
313	Monday 9:00 AM to 12:00 PM	2006 Summer
312	Monday 9:00 AM to 12:00 PM	2006 Summer
318	Monday 9:00 AM to 12:00 PM	2006 Summer
210	Monday 9:00 AM to 12:00 PM	2006 Summer
216	Monday 9:00 AM to 12:00 PM	2006 Summer
215	Monday 9:00 AM to 12:00 PM	2006 Summer
312	Thursday 1:00 PM to 4:00 PM	2006 Summer
312	Tuesday 9:00 AM to 12:00 PM	2006 Summer
